;id;unvan;gorevyeri;anahtarkelime;anahtarkelime2;ilgi
81;3351;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/İKTİSAT BÖLÜMÜ/İKTİSAT POLİTİKASI ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Makro İktisat;" Para Politikası ; Uluslararası Finans ; Gelişme Ekonomisi - Makro"
82;160512;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/RESİM BÖLÜMÜ/RESİM ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Plastik Sanatlar;" Resim ; Enstelasyon-Yerleştirme ; Disiplinler Arası Sanat"
83;3736;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/JEOFİZİK MÜHENDİSLİĞİ BÖLÜMÜ/JEOFİZİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Yer Bilimleri ve Mühendisliği; Sismoloji
84;188294;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GÖZ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Göz Hastalıkları;
85;1791;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/TEMEL İSLAM BİLİMLERİ BÖLÜMÜ/İSLAM HUKUKU ANABİLİM DALI/;İlahiyat Temel Alanı;Temel İslam Bilimleri; İslam Hukuku
86;3734;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYOLOJİ BÖLÜMÜ/UYGULAMALI SOSYOLOJİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;" Göç Sosyolojisi ; Kent Sosyolojisi ; Bölgesel Gelişme ve Küreselleşme"
87;13094;PROFESÖR;SAKARYA ÜNİVERSİTESİ/DİŞ HEKİMLİĞİ FAKÜLTESİ/KLİNİK BİLİMLER BÖLÜMÜ/PROTETİK DİŞ TEDAVİSİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Protetik Diş Tedavisi;
88;110219;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/İÇ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;İç Hastalıkları;
89;136061;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/İNŞAAT MÜHENDİSLİĞİ BÖLÜMÜ/İNŞAAT MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;İnşaat Mühendisliği;" Ulaşım Planlaması ; Ulaşım ve Trafik ; Ulaştırma Yapıları Mühendisliği"
90;139105;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" İçten Yanmalı Motorlar ; Yakıtlar ve Yanma"
91;8578;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/RADYASYON ONKOLOJİSİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Radyasyon Onkolojisi;
92;3656;PROFESÖR;SAKARYA ÜNİVERSİTESİ/HUKUK FAKÜLTESİ/KAMU HUKUKU BÖLÜMÜ/İDARE HUKUKU ANABİLİM DALI/;Hukuk Temel Alanı;İdare Hukuku; İdare Hukuku
93;12815;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/SİYASET BİLİMİ VE KAMU YÖNETİMİ BÖLÜMÜ/KENTLEŞME VE ÇEVRE SORUNLARI ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yerel Yönetimler, Kent ve Çevre Politikaları;" Kentleşme Politikaları ; Çevre Yönetimi  ; Yerel Yönetimler"
94;2590;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/MATEMATİK BÖLÜMÜ/UYGULAMALI MATEMATİK ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Matematik;" Uygulamalı Matematik ; Cebir ve Sayılar Teorisi"
95;2515;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TARİH BÖLÜMÜ/TÜRKİYE CUMHURİYETİ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Atatürk İlkeleri ve Cumhuriyet Tarihi; Atatürk İlkeleri ve Cumhuriyet Tarihi
96;204573;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/SİYASET BİLİMİ VE KAMU YÖNETİMİ BÖLÜMÜ/YÖNETİM BİLİMLERİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Kamu Yönetimi;" Kentsel / Yerel Siyaset ; Katılım ve Yönetişim ; Anayasa ve Siyasal Kurumlar"
97;191094;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/KARDİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Kardiyoloji;
98;201771;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ/ENDÜSTRİ MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Endüstri Mühendisliği;
99;24788;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ/ENDÜSTRİ MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Endüstri Mühendisliği;" Optimizasyon  ; Yöneylem Araştırması ; Üretim ve Hizmet Sistemleri"
100;159706;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/HALK SAĞLIĞI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Halk Sağlığı;
101;44165;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/ÜROLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Üroloji;
102;109437;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TARİH BÖLÜMÜ/ORTAÇAĞ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Ortaçağ Tarihi;" Müslüman Türk Devletleri ve Toplumları Tarihi ; Türk ve İslam Düşünce Tarihi ; Selçuklu Tarihi"
103;2949;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Kompozit Malzemeler ; Malzeme Bilimi ; Nanomalzemeler"
104;136381;PROFESÖR;SAKARYA ÜNİVERSİTESİ/DEVLET KONSERVATUVARI/TEMEL BİLİMLER BÖLÜMÜ/TEMEL BİLİMLER ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Müzik;" Klasik  Türk  Müziği ( Sanat Müziği ) ; Müzik Teorileri ; Yorumculuk"
105;134155;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GENEL CERRAHİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Genel Cerrahi;
106;124736;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/EKONOMETRİ BÖLÜMÜ/İSTATİSTİK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Ekonometri;
107;40932;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/BİYOLOJİ BÖLÜMÜ/MOLEKÜLER BİYOLOJİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Biyoloji;" Genetik ; Moleküler Biyoloji"
108;135252;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/KARDİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Kardiyoloji;
109;6126;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/KATIHAL FİZİĞİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Süper İletkenler ; Yarı İletkenler ; Yüzey Fiziği"
110;136854;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FELSEFE BÖLÜMÜ/TÜRK İSLAM DÜŞÜNCESİ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Osmanlı Kurumları ve Medeniyeti; Osmanlı Toplumu
111;138052;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Seramik Malzemeler ; Malzeme Bilimi ; Malzeme Üretim Teknolojileri"
112;12902;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ENDÜSTRİ MÜHENDİSLİĞİ BÖLÜMÜ/ENDÜSTRİ MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Endüstri Mühendisliği;" Karar Destek Sistemleri ; Üretim ve Hizmet Sistemleri ; Tedarik Zinciri ve Lojistik Yönetimi"
113;188169;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/KALP VE DAMAR CERRAHİSİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Kalp ve Damar Cerrahisi;
114;5243;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/ATOM VE MOLEKÜL FİZİĞİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Atom- Molekül ve Lazer Fiziği ; Nanoteknoloji"
115;3841;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/FİZİK TEDAVİ VE REHABİLİTASYON ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Romatoloji;
116;57321;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ANALİTİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya;
117;139104;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" İçten Yanmalı Motorlar ; Isı Transferi ; Termodinamik"
118;136506;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYOLOJİ BÖLÜMÜ/KURUMLAR SOSYOLOJİSİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;" Bilgi ve Bilim Sosyolojisi ; Kültür Sosyolojisi"
119;123376;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/MATEMATİK VE FEN BİLİMLERİ EĞİTİMİ BÖLÜMÜ/FEN BİLGİSİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Temel Eğitim; Fen Bilgisi Eğitimi
120;1542;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ÇEVRE MÜHENDİSLİĞİ BÖLÜMÜ/ÇEVRE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Çevre Bilimleri ve Mühendisliği;" Su ve atıksu arıtma ; Çevre Kimyası ; Arıtma Tesisi Tasarımı"
121;2066;PROFESÖR;SAKARYA ÜNİVERSİTESİ/BİLGİSAYAR VE BİLİŞİM BİLİMLERİ FAKÜLTESİ/BİLİŞİM SİSTEMLERİ MÜHENDİSLİĞİ BÖLÜMÜ/BİLİŞİM SİSTEMLERİ MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Bilgisayar Bilimleri ve Mühendisliği; Bilgi Sistemleri
122;20776;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/İŞLETME BÖLÜMÜ/YÖNETİM VE ORGANİZASYON ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Organizasyon;" Örgütsel Davranış ; Örgüt Kuramı ; Kalite Yönetimi"
123;27697;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SANAT, TASARIM VE MİMARLIK FAKÜLTESİ/GELENEKSEL TÜRK SANATLARI BÖLÜMÜ/HALI KİLİM ANASANAT DALI/;Güzel Sanatlar Temel Alanı;Geleneksel Türk Sanatları;" Halı-Kilim ve Dokuma ; Eski Kumaş Desenleri"
124;159148;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/FELSEFE VE DİN BİLİMLERİ BÖLÜMÜ/DİN FELSEFESİ ANABİLİM DALI/;İlahiyat Temel Alanı;Felsefe ve Din Bilimleri; Din Felsefesi
125;2649;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/ULUSLARARASI İLİŞKİLER BÖLÜMÜ/DEVLETLER HUKUKU ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Uluslararası İlişkiler;" Ortadoğu Çalışmaları ; Uluslararası Siyaset ; Türk Dış Politikası"
126;6226;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/FİZİK TEDAVİ VE REHABİLİTASYON ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Fiziksel Tıp ve Rehabilitasyon;
127;5395;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/İNŞAAT MÜHENDİSLİĞİ BÖLÜMÜ/İNŞAAT MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;İnşaat Mühendisliği; Yapı  ve Malzemeleri
128;5598;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" Malzeme Tasarım ve Davranışları ; Kompozit Malzemeler"
129;122307;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/METALURJİ VE MALZEME MÜHENDİSLİĞİ BÖLÜMÜ/METALURJİ VE MALZEME MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Malzeme ve Metalurji Mühendisliği;" Üretim Metalurjisi ; Malzeme Üretim Teknolojileri ; Seramik Malzemeler"
130;176331;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GENEL CERRAHİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Gastroenteroloji Cerrahisi;
131;1683;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/JEOFİZİK MÜHENDİSLİĞİ BÖLÜMÜ/JEOFİZİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Yer Bilimleri ve Mühendisliği;" Deprem  ; Yer Fiziği ; Maden Yatakları ve Jeokimya"
132;29316;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLAHİYAT FAKÜLTESİ/İSLAM TARİHİ VE SANATLARI BÖLÜMÜ/İSLAM TARİHİ ANABİLİM DALI/;İlahiyat Temel Alanı;İslam Tarihi ve Sanatları; İslam Tarihi
133;136858;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/ATOM VE MOLEKÜL FİZİĞİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Atom- Molekül ve Lazer Fiziği ; Spektroskopi"
134;24234;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/TARİH BÖLÜMÜ/ORTAÇAĞ TARİHİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Ortaçağ Tarihi;" İslam Siyasi ve Medeniyet Tarihi ; Türk ve İslam Düşünce Tarihi"
135;113971;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İŞLETME FAKÜLTESİ/SAĞLIK YÖNETİMİ BÖLÜMÜ/SAĞLIK YÖNETİMİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Yönetim ve Strateji;" Sağlık Kurumları Yönetimi ; Örgütsel Davranış ; Stratejik Yönetim"
136;25022;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/İKTİSAT BÖLÜMÜ/İKTİSAT TEORİSİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Makro İktisat;
137;2513;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/FİZİKOKİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya;" Fiziksel Kimya ; Nanoteknoloji ; Su ve Atıksu Arıtma"
138;9840;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/TIBBİ BİYOKİMYA ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Biyokimya;
139;136029;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ BÖLÜMÜ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği;" Elektrik Enerjisi ve Güç Sistemleri ; Yenilenebilir Enerji Sistemleri ; Akıllı Elektrik Şebekeleri"
140;29127;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/FİZİK BÖLÜMÜ/NÜKLEER FİZİK ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Fizik;" Nükleer Fizik ; Yüksek Enerji ve Parçacık Fiziği"
141;189483;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/ORTOPEDİ VE TRAVMATOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Ortopedi ve Travmatoloji;
142;136170;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/MAKİNE MÜHENDİSLİĞİ BÖLÜMÜ/MAKİNE MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Makine Mühendisliği;" Makine Tasarımı ve Makine Elemanları ; Sonlu Elemanlar Analizi ; Malzeme Tasarım ve Davranışları"
143;188018;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/KULAK, BURUN VE BOĞAZ HASTALIKLARI ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Kulak Burun Boğaz Hastalıkları;
144;194697;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/TIBBİ MİKROBİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Mikrobiyoloji;
145;40489;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/MATEMATİK BÖLÜMÜ/CEBİR VE SAYILAR TEORİSİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Matematik;
146;174523;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/ORTOPEDİ VE TRAVMATOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Ortopedi ve Travmatoloji;
147;192915;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/KARDİYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Kardiyoloji;
148;102950;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/MATEMATİK BÖLÜMÜ/GEOMETRİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Matematik; Geometri
149;4029;PROFESÖR;SAKARYA ÜNİVERSİTESİ/MÜHENDİSLİK FAKÜLTESİ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ BÖLÜMÜ/ELEKTRİK-ELEKTRONİK MÜHENDİSLİĞİ ANABİLİM DALI/;Mühendislik Temel Alanı;Elektrik-Elektronik Mühendisliği;" Elektrik Enerjisi ve Güç Sistemleri ; Elektrik Makineleri ve Enerji Dönüşümü ; Elektrik Tesisleri"
150;58388;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ BÖLÜMÜ/BİLGİSAYAR VE ÖĞRETİM TEKNOLOJİLERİ EĞİTİMİ ANABİLİM DALI/;Eğitim Bilimleri ve Öğretmen Yetiştirme Temel Alanı;Bilgisayar ve Öğretim Teknolojileri Eğitimi;" Eğitim Teknolojileri ; Uzaktan Eğitim Tasarımı ve Yönetimi ; Materyal Geliştirme"
151;120777;PROFESÖR;SAKARYA ÜNİVERSİTESİ/SİYASAL BİLGİLER FAKÜLTESİ/MALİYE BÖLÜMÜ/MALİYE TEORİSİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Maliye;" Mali İktisat ; Kamu Maliyesi ; Maliye Kuramı"
152;2407;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/TIBBİ FARMAKOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Farmakoloji;
153;4309;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/DAHİLİ TIP BİLİMLERİ BÖLÜMÜ/RADYOLOJİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Radyoloji;
154;4241;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/TEMEL TIP BİLİMLERİ BÖLÜMÜ/TIBBİ BİYOKİMYA ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Tıbbi Biyokimya;
155;173065;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYOLOJİ BÖLÜMÜ/KURUMLAR SOSYOLOJİSİ ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyoloji;" Din Sosyolojisi ; Aile Sosyolojisi ; Toplumsal Cinsiyet"
156;176872;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYAL HİZMET BÖLÜMÜ/BİREY VE TOPLUM SORUNLARI ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Sosyal Hizmet;" Modernleşme Sosyolojisi ; Aile Sosyolojisi ; Ev Ekonomisi"
157;136844;PROFESÖR;SAKARYA ÜNİVERSİTESİ/EĞİTİM FAKÜLTESİ/MATEMATİK VE FEN BİLİMLERİ EĞİTİMİ BÖLÜMÜ/MATEMATİK EĞİTİMİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Matematik; Geometri
158;10208;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLETİŞİM FAKÜLTESİ/GAZETECİLİK BÖLÜMÜ/GAZETECİLİK ANABİLİM DALI/;Güzel Sanatlar Temel Alanı;Plastik Sanatlar; Fotoğraf
159;222274;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/SOSYOLOJİ BÖLÜMÜ/GENEL SOSYOLOJİ VE METODOLOJİ ANABİLİM DALI/;;;
160;136983;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/KİMYA BÖLÜMÜ/ANORGANİK KİMYA ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Kimya;
161;3466;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/MATEMATİK BÖLÜMÜ/ANALİZ VE FONKSİYONLAR TEORİSİ ANABİLİM DALI/;Fen Bilimleri ve Matematik Temel Alanı;Matematik;" Matematiksel Analiz ; Topoloji"
162;196532;PROFESÖR;SAKARYA ÜNİVERSİTESİ/TIP FAKÜLTESİ/CERRAHİ TIP BİLİMLERİ BÖLÜMÜ/GENEL CERRAHİ ANABİLİM DALI/;Sağlık Bilimleri Temel Alanı;Gastroenteroloji Cerrahisi;
163;29856;PROFESÖR;SAKARYA ÜNİVERSİTESİ/İLETİŞİM FAKÜLTESİ/HALKLA İLİŞKİLER VE REKLAMCILIK BÖLÜMÜ/HALKLA İLİŞKİLER VE REKLAMCILIK ANABİLİM DALI/;Sosyal-Beşeri ve İdari Bilimler Temel Alanı;Halkla İlişkiler;" Halkla İlişkiler ; Kurumsal İletişim ; Kurumsal Sosyal Sorumluluk"
164;136980;PROFESÖR;SAKARYA ÜNİVERSİTESİ/FEN-EDEBİYAT FAKÜLTESİ/İNGİLİZ DİLİ VE EDEBİYATI BÖLÜMÜ/İNGİLİZ DİLİ VE EDEBİYATI ANABİLİM DALI/;Filoloji Temel Alanı;Dünya Dilleri ve Edebiyatları; İngiliz Dili ve Edebiyatı
